108.554,2,2799.958,-1300.260,0.998,-0.055,0.626,1.500,5.000
108.625,2,2800.729,-1300.278,0.996,-0.087,0.774,1.500,5.000
108.694,2,2801.680,-1300.277,0.997,-0.074,0.891,1.500,5.000
108.764,2,2802.635,-1300.384,0.993,-0.101,0.960,1.500,5.000
108.834,2,2803.412,-1300.438,0.992,-0.104,0.799,1.500,5.000
108.904,2,2804.464,-1300.406,0.996,-0.054,0.849,1.500,5.000
108.973,2,2805.316,-1300.445,0.973,-0.051,0.865,1.500,5.000
109.044,2,2806.155,-1300.484,0.933,-0.045,0.877,1.500,5.000
109.114,2,2806.973,-1300.525,0.894,-0.029,0.881,1.500,5.000
109.183,2,2807.759,-1300.555,0.864,-0.025,0.868,1.500,5.000
105.897,1,2838.535,-1314.956,-0.987,-0.161,1.130,1.500,5.000
105.967,1,2837.608,-1315.051,-0.987,-0.149,0.936,1.500,5.000
106.037,1,2836.602,-1315.080,-0.986,-0.146,1.001,1.500,5.000
106.107,1,2835.625,-1315.157,-0.990,-0.123,0.967,1.500,5.000
106.177,1,2834.644,-1315.238,-0.992,-0.107,0.952,1.500,5.000
106.247,1,2833.598,-1315.285,-0.993,-0.104,1.061,1.500,5.000
106.317,1,2832.636,-1315.260,-0.991,-0.117,0.925,1.500,5.000
106.387,1,2831.628,-1315.286,-0.992,-0.118,1.029,1.500,5.000
106.457,1,2830.565,-1315.340,-0.991,-0.125,1.070,1.500,5.000
106.526,1,2829.585,-1315.451,-0.995,-0.086,0.984,1.500,5.000
106.597,1,2828.517,-1315.435,-0.991,-0.121,1.077,1.500,5.000
106.666,1,2827.510,-1315.531,-0.995,-0.080,1.033,1.500,5.000
106.737,1,2826.513,-1315.486,-0.993,-0.114,0.988,1.500,5.000
106.807,1,2825.471,-1315.634,-0.994,-0.103,1.065,1.500,5.000
106.877,1,2824.501,-1315.645,-0.998,-0.056,0.957,1.500,5.000
106.947,1,2823.420,-1315.760,-0.998,-0.037,1.097,1.500,5.000
107.016,1,2822.442,-1315.754,-0.997,-0.056,0.952,1.500,5.000
107.087,1,2821.454,-1315.711,-0.995,-0.089,0.990,1.500,5.000
107.156,1,2820.393,-1315.717,-0.990,-0.122,1.075,1.500,5.000
107.226,1,2819.325,-1315.797,-0.995,-0.093,1.075,1.500,5.000
107.296,1,2818.369,-1315.844,-0.996,-0.075,0.945,1.500,5.000
107.366,1,2817.356,-1315.852,-0.996,-0.080,1.041,1.500,5.000
107.436,1,2816.350,-1315.867,-0.995,-0.088,0.997,1.500,5.000
107.506,1,2815.334,-1315.940,-0.998,-0.058,1.034,1.500,5.000
107.576,1,2814.321,-1315.925,-0.995,-0.085,0.993,1.500,5.000
107.646,1,2813.314,-1315.888,-0.993,-0.103,1.011,1.500,5.000
107.716,1,2812.334,-1315.987,-0.998,-0.061,0.958,1.500,5.000
107.786,1,2811.311,-1315.996,-0.997,-0.066,1.010,1.500,5.000
107.856,1,2810.280,-1316.018,-0.998,-0.053,1.016,1.500,5.000
107.925,1,2809.213,-1316.079,-0.998,-0.053,0.977,1.500,5.000
107.996,1,2808.202,-1316.047,-0.995,-0.091,1.012,1.500,5.000
108.065,1,2807.280,-1316.104,-0.997,-0.067,0.867,1.500,5.000
108.135,1,2806.238,-1316.083,-0.997,-0.067,1.046,1.500,5.000
108.205,1,2805.244,-1316.035,-0.996,-0.082,1.004,1.500,5.000
108.275,1,2804.281,-1316.101,-0.996,-0.080,0.963,1.500,5.000
108.345,1,2803.238,-1316.150,-0.998,-0.038,1.049,1.500,5.000
108.415,1,2802.227,-1316.091,-0.997,-0.069,0.998,1.500,5.000
108.485,1,2801.281,-1316.099,-0.995,-0.079,0.928,1.500,5.000
108.554,1,2800.195,-1316.121,-0.995,-0.091,1.088,1.500,5.000
108.625,1,2799.251,-1316.169,-0.999,-0.047,0.939,1.500,5.000
108.694,1,2798.193,-1316.153,-0.995,-0.078,1.044,1.500,5.000
108.764,1,2797.216,-1316.168,-0.997,-0.067,0.968,1.500,5.000
108.834,1,2796.229,-1316.180,-0.997,-0.053,0.982,1.500,5.000
108.904,1,2795.232,-1316.161,-0.996,-0.073,1.002,1.500,5.000
108.973,1,2794.244,-1316.155,-0.997,-0.077,0.928,1.500,5.000
109.044,1,2793.284,-1316.211,-0.997,-0.058,0.956,1.500,5.000
109.114,1,2792.244,-1316.211,-0.997,-0.054,1.055,1.500,5.000
109.183,1,2791.284,-1316.230,-0.999,-0.028,0.964,1.500,5.000
109.253,1,2790.254,-1316.231,-0.998,-0.049,1.042,1.500,5.000
109.322,1,2789.271,-1316.242,-0.999,-0.042,0.942,1.500,5.000
109.393,1,2788.276,-1316.208,-0.997,-0.073,1.013,1.500,5.000
109.462,1,2787.292,-1316.206,-0.998,-0.050,0.970,1.500,5.000
109.532,1,2786.300,-1316.201,-0.997,-0.056,0.994,1.500,5.000
109.601,1,2785.346,-1316.233,-0.998,-0.045,1.027,1.500,5.000
109.671,1,2784.306,-1316.224,-0.999,-0.031,1.046,1.500,5.000
109.741,1,2783.304,-1316.178,-0.997,-0.059,1.003,1.500,5.000
109.811,1,2782.343,-1316.250,-0.999,-0.035,0.962,1.500,5.000
